"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p","Empirical_p"
"OG0000151","","","6","150","133","1","4.316546762589928","0.6622516556291391","0.0003007518796992481","3.348181481300611e-74","3.1807724072355805e-72","3.1807724072355805e-72","6","1","5","0.21875000000000003","0.21875000000000003","0.46875"
"OG0000153","","","136","14","3","137","97.84172661870504","90.72847682119205","443.6190476190476","1.2261548187463465e-61","1.164847077809029e-59","5.824235389045145e-60","6","5","2","0.21875000000000003","0.6875000000000002","0.375"
"OG0000152","","","3","88","136","63","2.158273381294964","41.72185430463576","0.01579211229946524","9.737190553884701e-29","9.250331026190465e-27","3.0834436753968217e-27","4","2","2","1.0","1.0","1.0"
"OG0000149","","","127","75","12","76","91.36690647482014","50.331125827814574","10.724444444444444","2.1069180058865466e-15","2.0015721055922192e-13","5.003930263980548e-14","6","4","2","0.6875000000000002","0.6875000000000002","0.90625"
"OG0000004","","","123","71","16","80","88.48920863309353","52.980132450331126","8.661971830985916","1.648079703700932e-14","1.5656757185158853e-12","3.019910607799575e-13","5","3","2","1.0","1.0","0.90625"
"OG0000148","","","139","107","0","44","100.0","29.13907284768212","inf","1.9073119628207843e-14","1.811946364679745e-12","3.019910607799575e-13","1","1","0","1.0","1.0","0.96875"
"OG0000146","","","139","113","0","38","100.0","25.165562913907287","inf","1.3454575307010427e-12","1.2781846541659906e-10","1.8259780773799865e-11","1","1","0","1.0","1.0","0.5"
"OG0000147","","","139","117","0","34","100.0","22.516556291390728","inf","3.217101403055126e-11","3.0562463329023696e-09","3.820307916127962e-10","1","1","0","1.0","1.0","1.0"
"OG0000157","","","0","26","139","125","0.0","82.78145695364239","0.0","1.5115413527755064e-08","1.435964285136731e-06","1.5955158723741456e-07","2","0","2","0.5","0.5","0.84375"
"OG0000002","","","131","106","8","45","94.24460431654677","29.80132450331126","6.951650943396227","5.0806732557945175e-08","4.826639593004791e-06","4.826639593004791e-07","3","2","2","1.0","1.0","0.9375"
"OG0000003","","","139","127","0","24","100.0","15.894039735099339","inf","6.784717010310876e-08","6.445481159795332e-06","5.859528327086666e-07","1","1","0","1.0","1.0","0.1008991008991009"
"OG0000158","","","0","20","139","131","0.0","86.75496688741721","0.0","1.315347357385582e-06","0.0001249579989516303","1.0413166579302525e-05","1","0","1","1.0","1.0","0.53125"
"OG0000159","","","17","2","122","149","12.23021582733813","98.67549668874173","10.381147540983607","0.00017168745819890453","0.01631030852889593","0.0012546391176073792","4","3","1","0.625","0.625","0.5"
"OG0000154","","","39","75","100","76","28.05755395683453","50.331125827814574","0.3952","0.00018823327918793113","0.017882161522853456","0.0012772972516323898","6","3","5","0.21875000000000003","1.0","0.28125"
"OG0000155","","","12","36","127","115","8.633093525179856","76.15894039735099","0.30183727034120733","0.00047701127871014324","0.04531607147746361","0.003021071431830907","5","5","1","0.0625","0.375","0.02097902097902098"
"OG0000160","","","14","2","125","149","10.071942446043165","98.67549668874173","8.344","0.0012830845420452798","0.12189303149430158","0.006771835083016754","3","2","1","1.0","1.0","0.90625"
"OG0000161","","","14","2","125","149","10.071942446043165","98.67549668874173","8.344","0.0012830845420452798","0.12189303149430158","0.006771835083016754","2","2","1","0.5","1.0","0.28125"
"OG0000156","","","14","2","125","149","10.071942446043165","98.67549668874173","8.344","0.0012830845420452798","0.12189303149430158","0.006771835083016754","3","2","1","1.0","1.0","0.21875"
"OG0000001","","","114","142","25","9","82.01438848920863","5.960264900662252","0.28901408450704225","0.0017070025685690022","0.16216524401405522","0.00853501284284501","5","3","4","0.375","1.0","0.3125"
"OG0000144","","","139","141","0","10","100.0","6.622516556291391","inf","0.0018013781060401848","0.17113092007381756","0.008556546003690877","1","1","0","1.0","1.0","0.59375"
"OG0000169","","","8","0","131","151","5.755395683453238","100.0","inf","0.002501103174017215","0.2376048015316354","0.011314514358649306","2","2","0","0.5","0.5","0.46875"
"OG0000162","","","12","2","127","149","8.633093525179856","98.67549668874173","7.039370078740157","0.004662053097510364","0.4428950442634845","0.02013159292106748","3","2","1","1.0","1.0","0.375"
"OG0000171","","","7","0","132","151","5.0359712230215825","100.0","inf","0.005362213623082355","0.5094102941928237","0.021225428924700987","1","1","0","1.0","1.0","0.96875"
"OG0000172","","","7","0","132","151","5.0359712230215825","100.0","inf","0.005362213623082355","0.5094102941928237","0.021225428924700987","2","2","0","0.5","0.5","0.11288711288711288"
"OG0000163","","","11","2","128","149","7.913669064748201","98.67549668874173","6.40234375","0.00873042669960575","0.8293905364625462","0.03189963601779024","2","2","1","0.5","1.0","0.40625"
"OG0000164","","","11","2","128","149","7.913669064748201","98.67549668874173","6.40234375","0.00873042669960575","0.8293905364625462","0.03189963601779024","2","2","1","0.5","1.0","0.5"
"OG0000141","","","139","144","0","7","100.0","4.635761589403973","inf","0.015055140235348985","1.0","0.051079940084219774","1","1","0","1.0","1.0","0.625"
"OG0000170","","","0","7","139","144","0.0","95.36423841059603","0.0","0.015055140235348985","1.0","0.051079940084219774","1","0","1","1.0","1.0","0.71875"
